"rule_id","project_id","rule_order","rule_name","rule_logic","real_time_execute"
"1238","36","156","DCV start date cannot be after DCV stop date","[dcv_cmstdtc] != '' AND [dcv_cmendtc] != '' AND [dcv_cmstdtc] > [dcv_cmendtc]","1"
"1047","26","157","ConMed on treatment with no start date","[cm_suppcm_cmprtrt] = 'N' AND [cm_cmstdtc] = ''","1"
"1824","38","157","HVN-8 Complete all outcomes","[1_arm_1][dm_rfstdtc] != '' AND
[1_arm_1][hvn_cmstdtc] != '' AND
[1_arm_1][dis_suppfa_txendt] != '' AND
[hvn_suppcm_cmtrtout] = 'COMPLETE' AND
[1_arm_1][hcv_suppfa_hcvout] != 'foo' AND
((datediff([1_arm_1][dm_rfstdtc], [1_arm_1][dis_suppfa_txendt], 'd') / 7) >= 7 AND
(datediff([1_arm_1][dm_rfstdtc], [1_arm_1][dis_suppfa_txendt], 'd') / 7) <= 9) AND
[1_arm_1][pegifn_mhoccur] != 'foo' AND
[1_arm_1][triple_mhoccur] != 'foo' AND
[1_arm_1][nopegifn_mhoccur] != 'foo' AND
[1_arm_1][cirr_suppfa_cirrstat] != 'foo' AND
[1_arm_1][livbp_mhoccur] != 'foo' AND
[1_arm_1][livbp_facat] != 'foo' AND
[1_arm_1][livbp_faorres] != 'foo' AND
[1_arm_1][fib_lborres] != 'foo' AND
[1_arm_1][fib_lbtest] != 'foo' AND
[1_arm_1][fibscn_lborres] != 'foo' AND
[1_arm_1][asc_mhoccur] != 'foo' AND
[1_arm_1][pht_faorres] != 'foo' AND
[1_arm_1][egd_faorres] != 'foo' AND
[1_arm_1][plt_suppfa_faorres] != 'foo'","0"
"1239","36","157","HVN start date cannot be after HVN stop date","[hvn_cmstdtc] != '' AND [hvn_cmendtc] != '' AND [hvn_cmstdtc] > [hvn_cmendtc]","1"
"1296","36","158","VPK start date cannot be after VPK stop date","[vpk_cmstdtc] != '' AND [vpk_cmendtc] != '' AND [vpk_cmstdtc] > [vpk_cmendtc]","1"
"1054","26","158","Conmed entered with no answer to baseline question","[cm_cmoccur] = 'Y' AND [cm_suppcm_cmprtrt] = ''","1"
"1825","38","158","HVN-12 Relapsers query","[1_arm_1][dm_rfstdtc] != '' AND
[1_arm_1][hvn_cmstdtc] != '' AND
[1_arm_1][dis_suppfa_txendt] != '' AND
[hvn_suppcm_cmtrtout] = 'COMPLETE' AND
[1_arm_1][hcv_suppfa_hcvout] = 'RELAPSE' AND
((datediff([1_arm_1][dm_rfstdtc], [1_arm_1][dis_suppfa_txendt], 'd') / 7) >= 11 AND
(datediff([1_arm_1][dm_rfstdtc], [1_arm_1][dis_suppfa_txendt], 'd') / 7) <= 13) AND
[1_arm_1][pegifn_mhoccur] != 'foo' AND
[1_arm_1][triple_mhoccur] != 'foo' AND
[1_arm_1][nopegifn_mhoccur] != 'foo' AND
[1_arm_1][cirr_suppfa_cirrstat] != 'foo' AND
[1_arm_1][livbp_mhoccur] != 'foo' AND
[1_arm_1][livbp_facat] != 'foo' AND
[1_arm_1][livbp_faorres] != 'foo' AND
[1_arm_1][fib_lborres] != 'foo' AND
[1_arm_1][fib_lbtest] != 'foo' AND
[1_arm_1][fibscn_lborres] != 'foo' AND
[1_arm_1][asc_mhoccur] != 'foo' AND
[1_arm_1][pht_faorres] != 'foo' AND
[1_arm_1][egd_faorres] != 'foo' AND
[1_arm_1][plt_suppfa_faorres] != 'foo'","0"
"1307","36","159","VPK start/stop date cannot be in the future","([vpk_cmstdtc] != '' AND rounddown(datediff('today', [vpk_cmstdtc], 'd', true)) > 0) OR ([vpk_cmendtc] != '' AND rounddown(datediff('today', [vpk_cmendtc], 'd', true)) > 0)","1"
"1055","26","159","Conmed entered with no conmed name","[cm_cmoccur] = 'Y' AND [cm_cmtrt] = ''","1"
"1826","38","159","HVN-24 Relapsers query","[1_arm_1][dm_rfstdtc] != '' AND
[1_arm_1][hvn_cmstdtc] != '' AND
[1_arm_1][dis_suppfa_txendt] != '' AND
[hvn_suppcm_cmtrtout] = 'COMPLETE' AND
[1_arm_1][hcv_suppfa_hcvout] = 'RELAPSE' AND
((datediff([1_arm_1][dm_rfstdtc], [1_arm_1][dis_suppfa_txendt], 'd') / 7) >= 23 AND
(datediff([1_arm_1][dm_rfstdtc], [1_arm_1][dis_suppfa_txendt], 'd') / 7) <= 25) AND
[1_arm_1][pegifn_mhoccur] != 'foo' AND
[1_arm_1][triple_mhoccur] != 'foo' AND
[1_arm_1][nopegifn_mhoccur] != 'foo' AND
[1_arm_1][cirr_suppfa_cirrstat] != 'foo' AND
[1_arm_1][livbp_mhoccur] != 'foo' AND
[1_arm_1][livbp_facat] != 'foo' AND
[1_arm_1][livbp_faorres] != 'foo' AND
[1_arm_1][fib_lborres] != 'foo' AND
[1_arm_1][fib_lbtest] != 'foo' AND
[1_arm_1][fibscn_lborres] != 'foo' AND
[1_arm_1][asc_mhoccur] != 'foo' AND
[1_arm_1][pht_faorres] != 'foo' AND
[1_arm_1][egd_faorres] != 'foo' AND
[1_arm_1][plt_suppfa_faorres] != 'foo'","0"
"1306","36","160","DBV start/stop date cannot be in the future","([dbv_cmstdtc] != '' AND rounddown(datediff('today', [dbv_cmstdtc], 'd', true)) > 0) OR ([dbv_cmendtc] != '' AND rounddown(datediff('today', [dbv_cmendtc], 'd', true)) > 0)","1"
"1827","38","160","HVN-All report","[1_arm_1][dm_rfstdtc] != '' AND
[1_arm_1][hvn_cmstdtc] != '' AND
[1_arm_1][dis_suppfa_txendt] != '' AND
[hvn_suppcm_cmtrtout] = 'COMPLETE' AND
[1_arm_1][hcv_suppfa_hcvout] != 'foo' AND
[1_arm_1][pegifn_mhoccur] != 'foo' AND
[1_arm_1][triple_mhoccur] != 'foo' AND
[1_arm_1][nopegifn_mhoccur] != 'foo' AND
[1_arm_1][cirr_suppfa_cirrstat] != 'foo' AND
[1_arm_1][livbp_mhoccur] != 'foo' AND
[1_arm_1][livbp_facat] != 'foo' AND
[1_arm_1][livbp_faorres] != 'foo' AND
[1_arm_1][fib_lborres] != 'foo' AND
[1_arm_1][fib_lbtest] != 'foo' AND
[1_arm_1][fibscn_lborres] != 'foo' AND
[1_arm_1][asc_mhoccur] != 'foo' AND
[1_arm_1][pht_faorres] != 'foo' AND
[1_arm_1][egd_faorres] != 'foo' AND
[1_arm_1][plt_suppfa_faorres] != 'foo'","0"
"1063","26","160","Check TX status","[dm_rfstdtc] = '' AND [trt_suppcm_txstat] = 'Y'","0"
"1297","36","161","DBV start date cannot be after DBV stop date","[dbv_cmstdtc] != '' AND [dbv_cmendtc] != '' AND [dbv_cmstdtc] > [dbv_cmendtc]","1"
"1828","38","161","HVN > 6mil","[1_arm_1][dm_rfstdtc] != '' AND
[1_arm_1][hvn_cmstdtc] != '' AND
[1_arm_1][dis_suppfa_txendt] != '' AND
[hvn_suppcm_cmtrtout] = 'COMPLETE' AND
(([hcv_lbstresn] >= 6000000 AND [hcv_lbblfl] = 'Y') OR ([hcv_im_lbstresn] >= 6000000 AND [hcv_im_lbblfl] = 'Y')) AND
[1_arm_1][hcv_suppfa_hcvout] != 'foo' AND
[1_arm_1][pegifn_mhoccur] != 'foo' AND
[1_arm_1][triple_mhoccur] != 'foo' AND
[1_arm_1][nopegifn_mhoccur] != 'foo' AND
[1_arm_1][cirr_suppfa_cirrstat] != 'foo' AND
[1_arm_1][livbp_mhoccur] != 'foo' AND
[1_arm_1][livbp_facat] != 'foo' AND
[1_arm_1][livbp_faorres] != 'foo' AND
[1_arm_1][fib_lborres] != 'foo' AND
[1_arm_1][fib_lbtest] != 'foo' AND
[1_arm_1][fibscn_lborres] != 'foo' AND
[1_arm_1][asc_mhoccur] != 'foo' AND
[1_arm_1][pht_faorres] != 'foo' AND
[1_arm_1][egd_faorres] != 'foo' AND
[1_arm_1][plt_suppfa_faorres] != 'foo'","0"
"1091","26","161","Please complete reason TX not started","[1_arm_1][trt_suppcm_txrsnost] = '' AND [1_arm_1][trt_suppcm_txstat] = 'N'","0"
"1305","36","162","Future date","([ae_aestdtc] != '' AND rounddown(datediff('today', [ae_aestdtc], 'd', true)) > 0) OR ([cm_cmstdtc] != '' AND rounddown(datediff('today', [cm_cmstdtc], 'd', true)) > 0) OR ([consent_dssstdtc] != '' AND rounddown(datediff('today', [consent_dssstdtc], 'd', true)) > 0) OR ([fib_lbdtc] != '' AND rounddown(datediff('today', [fib_lbdtc], 'd', true)) > 0) OR ([fibscn_lbdtc] != '' AND rounddown(datediff('today', [fibscn_lbdtc], 'd', true)) > 0) OR ([cap_lbdtc] != '' AND rounddown(datediff('today', [cap_lbdtc], 'd', true)) > 0)","0"
"1829","38","162","Conmed coding validation","[cm_cmtrt] != '' AND
[cm_cmtrt] != 'foo' AND
[cm_cmdecod] != 'foo' AND
[cm_suppcm_atcname] != 'foo' AND
[cm_suppcm_atc2name] != 'foo' AND
([cm_cmindc] != 'foo' OR 
([cm_cmindc] = 'OTHER' AND [cm_oth_cmindc] != 'foo')) AND
[cm_suppcm_indcod] != 'foo' AND
[cm_suppcm_indcsys] != 'foo'","0"
"1069","26","162","Harvoni start date earlier than approval","[1_arm_1][hvn_cmstdtc] != '' AND [1_arm_1][hvn_cmstdtc] < '2014-10-10'","0"
"1830","38","163","HCV-TARGET 3.0 SAEs","[ae_aeser] = 'Y' AND [1_arm_1][consent_dssstdtc] != '' AND
[1_arm_1][consent_dssstdtc] >= '2014-10-10'","0"
"1070","26","163","TBIL baseline query","[dm_rfstdtc] != '' AND ([chem_lbdtc] != '' OR [chem_im_lbdtc] != '') AND ([tbil_lbstresn] != '' OR [tbil_im_lbstresn] != '') AND ([tbil_supplb_lbdtbl] = [chem_lbdtc] OR [tbil_supplb_lbdtbl] = [chem_im_lbdtc]) AND [cirr_suppfa_cirrstat] != '' AND [livr_mhoccur] != '' AND [tbil_lbblfl] != ''","0"
"1270","36","163","EOT 'Other'","[eot_dsterm] = 'OTHER' AND [eot_oth_dsterm] != ''","0"
"1080","26","164","On-TX conmed with date prior to TX start","[cm_suppcm_cmprtrt] = 'N' AND [dm_rfstdtc] != '' AND [cm_cmstdtc] != '' AND [cm_cmstdtc] < [dm_rfstdtc]","0"
"1941","38","164","12 week baseline test","[1_arm_1][consent_suppie_consent] = 'Y' 
AND [1_arm_1][consent_dsstdtc] != '' 
AND [1_arm_1][rand_suppex_rndstdtc] != '' 
AND [1_arm_1][baseline_startdate] != '' 
AND [1_arm_1][baseline_deadline] != '' 
AND datediff([1_arm_1][rand_suppex_rndstdtc], [1_arm_1][consent_dsstdtc], 'd', true) <= 0 
AND datediff([1_arm_1][baseline_startdate], 'today', 'd', true) >= 0 
AND datediff([1_arm_1][baseline_deadline], 'today', 'd', true) <= 0
AND ([1_arm_1][ie_ietestcd] = '' OR ([1_arm_1][ie_ietestcd] != '' AND [1_arm_1][ie_iestresc] = 'Y')) 
AND [1_arm_1][dm_suppex_trtdur] = 'P12W'
AND [1_arm_1][email_scorres] != ''","0"
"1271","36","164","ConMed on treatment with no start date","[cm_suppcm_cmprtrt] = 'N' AND [cm_cmstdtc] = ''","0"
"1081","26","165","Please revise: Subject did not start treatment.","[trt_suppcm_txstat] = 'Y' AND [dm_rfstdtc] = ''","0"
"1277","36","165","Conmed entered with no answer to baseline question","[cm_cmoccur] = 'Y' AND [cm_suppcm_cmprtrt] = ''","0"
"1082","26","166","Please provide reason for Screen Failure","[eot_oth_dsterm] = '' AND [eot_dsterm] = 'SCREEN_FAILURE'","1"
"1278","36","166","Conmed entered with no conmed name","[cm_cmoccur] = 'Y' AND [cm_cmtrt] = ''","0"
"1280","36","167","Check TX status","[dm_rfstdtc] = '' AND [trt_suppcm_txstat] = 'Y'","0"
"1083","26","167","Subject did not start TX due to status change and EOT is not 'Screen failure'","[trt_suppcm_txstat] = 'N' AND [trt_suppcm_txrsnost] = 'SUBJECT_INELIGIBLE' AND [eot_dsterm] != 'SCREEN_FAILURE'","0"
"1298","36","168","Please complete reason TX not started","[1_arm_1][trt_suppcm_txrsnost] = '' AND [1_arm_1][trt_suppcm_txstat] = 'N'","0"
"1085","26","168","FISHING: Treatment outcome is complete, but action taken is not complete.","(([ifn_suppcm_cmtrtout] = 'PREMATURELY_DISCONTINUED' OR [ifn_suppcm_cmtrtout] = 'DOSE_MODIFIED_INTERRUPTED') AND [ifn_suppcm_cmadj] = '')
OR (([rib_suppcm_cmtrtout] = 'PREMATURELY_DISCONTINUED' OR [rib_suppcm_cmtrtout] = 'DOSE_MODIFIED_INTERRUPTED') AND [rib_suppcm_cmadj] = '')
OR (([sim_suppcm_cmtrtout] = 'PREMATURELY_DISCONTINUED' OR [sim_suppcm_cmtrtout] = 'DOSE_MODIFIED_INTERRUPTED') AND [sim_suppcm_cmadj] = '')
OR (([sof_suppcm_cmtrtout] = 'PREMATURELY_DISCONTINUED' OR [sof_suppcm_cmtrtout] = 'DOSE_MODIFIED_INTERRUPTED') AND [sof_suppcm_cmadj] = '')
OR (([boc_suppcm_cmtrtout] = 'PREMATURELY_DISCONTINUED' OR [boc_suppcm_cmtrtout] = 'DOSE_MODIFIED_INTERRUPTED') AND [boc_suppcm_cmadj] = '')
OR (([tvr_suppcm_cmtrtout] = 'PREMATURELY_DISCONTINUED' OR [tvr_suppcm_cmtrtout] = 'DOSE_MODIFIED_INTERRUPTED') AND [tvr_suppcm_cmadj] = '')
OR (([dcv_suppcm_cmtrtout] = 'PREMATURELY_DISCONTINUED' OR [dcv_suppcm_cmtrtout] = 'DOSE_MODIFIED_INTERRUPTED') AND [dcv_suppcm_cmadj] = '')
OR (([hvn_suppcm_cmtrtout] = 'PREMATURELY_DISCONTINUED' OR [hvn_suppcm_cmtrtout] = 'DOSE_MODIFIED_INTERRUPTED') AND [hvn_suppcm_cmadj] = '')
OR (([vpk_suppcm_cmtrtout] = 'PREMATURELY_DISCONTINUED' OR [vpk_suppcm_cmtrtout] = 'DOSE_MODIFIED_INTERRUPTED') AND [vpk_suppcm_cmadj] = '')
OR (([dbv_suppcm_cmtrtout] = 'PREMATURELY_DISCONTINUED' OR [dbv_suppcm_cmtrtout] = 'DOSE_MODIFIED_INTERRUPTED') AND [dbv_suppcm_cmadj] = '')","0"
"1283","36","169","FISHING: HCV RNA Blips: Post EOT < 1500","[1_arm_1][eot_dsstdtc] != '' AND [1_arm_1][hcv_suppfa_hcvout] != 'foobar' AND [1_arm_1][dm_suppdm_hcvt2id] != 'foobar' AND
(([hcv_lbdtc] != '' AND [hcv_lbdtc] > [1_arm_1][eot_dsstdtc] AND [hcv_lbstresn] != '' AND [hcv_lbstresn] < 1500) OR 
([hcv_im_lbdtc] != '' AND [hcv_im_lbdtc] > [1_arm_1][eot_dsstdtc] AND [hcv_im_lbstresn] != '' AND [hcv_im_lbstresn] < 1500 AND [hcv_im_nxtrust] != 'N'))","0"
"1086","26","169","FISHING: Quantified HCV RNA after EOT","[1_arm_1][eot_dsstdtc] != '' AND 
(([hcv_im_lbdtc] != '' AND [hcv_im_supplb_hcvquant] = 'Y' AND [hcv_im_lbdtc] > [1_arm_1][eot_dsstdtc])
OR ([hcv_lbdtc] != '' AND [hcv_supplb_hcvquant] = 'Y' AND [hcv_lbdtc] > [1_arm_1][eot_dsstdtc]))","0"
"1093","26","170","Subject has SVR12, but Follow up question is set.","[dis_suppds_funcmprsn] = 'SVR_DATA_PENDING' AND [hcv_suppfa_svr12dt] != ''","0"
"1267","36","170","FISHING: Check immunosuppressant indications for OLT subjects","[cm_cmtrt] != '' AND
([1_arm_1][livtrp_ceoccur] = 'Y' OR 
[1_arm_1][kdne_mhoccur] = 'Y' OR
[1_arm_1][livr_mhoccur] = 'Y' OR
[1_arm_1][heart_mhoccur] = 'Y' OR
[1_arm_1][lung_mhoccur] = 'Y') AND
[cm_suppcm_cmimmuno] = 'Y' AND 
([cm_suppcm_indcod] != 'Liver transplant rejection' AND 
[cm_suppcm_indcod] != 'Liver transplant' AND 
[cm_suppcm_indcod] != 'Liver transplantation' AND 
[cm_suppcm_indcod] != 'Transplant' AND
[cm_suppcm_indcod] != 'Transplant rejection' AND 
[cm_suppcm_indcod] != 'Heart transplant' AND 
[cm_suppcm_indcod] != 'Heart transplant rejection' AND 
[cm_suppcm_indcod] != 'Kidney transplant rejection' AND
[cm_suppcm_indcod] != 'Kidney transplant' AND
[cm_suppcm_indcod] != 'Renal transplant' AND
[cm_suppcm_indcod] != 'Corneal transplant' AND
[cm_suppcm_indcod] != 'Multiple organ transplant rejection' AND
[cm_suppcm_indcod] != 'Graft versus host disease' AND
[cm_suppcm_indcod] != 'Immunosuppression' AND 
[cm_suppcm_indcod] != 'Immunosuppressant drug therapy' AND
[cm_suppcm_indcod] != 'Prophylaxis against multiple organ transplant rejection' AND
[cm_suppcm_indcod] != 'Prophylaxis against liver transplant rejection' AND 
[cm_suppcm_indcod] != 'Prophylaxis against renal transplant rejection' AND
[cm_suppcm_indcod] != 'Prophylaxis against transplant rejection')","0"
"1284","36","171","Harvoni start date earlier than approval","[1_arm_1][hvn_cmstdtc] != '' AND [1_arm_1][hvn_cmstdtc] < '2014-10-10'","0"
"1098","26","171","M2 all Reg dur known","[eot_dsterm] = '' AND [trt_suppcm_intrtdur] != '' AND [dm_rfstdtc] != '' AND [dis_suppds_funcmprsn] != 'LOST_TO_FOLLOWUP' AND ((datediff([dm_rfstdtc], 'today', 'd') / 7)) > [trt_suppcm_intrtdur] AND [1_arm_1][dm_actarmcd] != 'foo'","0"
"1285","36","172","TBIL baseline query","[dm_rfstdtc] != '' AND ([chem_lbdtc] != '' OR [chem_im_lbdtc] != '') AND ([tbil_lbstresn] != '' OR [tbil_im_lbstresn] != '') AND ([tbil_supplb_lbdtbl] = [chem_lbdtc] OR [tbil_supplb_lbdtbl] = [chem_im_lbdtc]) AND [cirr_suppfa_cirrstat] != '' AND [livr_mhoccur] != '' AND [tbil_lbblfl] != ''","0"
"1103","26","172","M2 HVN dur known","[1_arm_1][eot_dsterm] = '' AND [1_arm_1][trt_suppcm_intrtdur] != '' AND [1_arm_1][dm_rfstdtc] != '' AND [1_arm_1][dis_suppds_funcmprsn] != 'LOST_TO_FOLLOWUP'
AND ((datediff([1_arm_1][dm_rfstdtc], 'today', 'd') / 7)) > [1_arm_1][trt_suppcm_intrtdur] AND [1_arm_1][hvn_cmstdtc] != ''","0"
"1286","36","173","Harvoni followup due","[1_arm_1][hvn_cmstdtc] != '' AND [1_arm_1][hcv_suppfa_fudue] = 'Y' AND ([1_arm_1][hcv_suppfa_hcvout] = 'QUERY HCVRNA' OR [1_arm_1][hcv_suppfa_hcvout] = 'QUERY TX STOP' OR [1_arm_1][hcv_suppfa_hcvout] = 'STATUS PENDING')","0"
"1930","26","173","M1 all reg T3","[dm_rfstdtc] = '' AND [consent_dssstdtc] >= '2014-10-10' AND [eot_dsterm] = ''","0"
"1287","36","174","On-TX conmed with date prior to TX start","[cm_suppcm_cmprtrt] = 'N' AND [dm_rfstdtc] != '' AND [cm_cmstdtc] != '' AND [cm_cmstdtc] < [dm_rfstdtc]","0"
"1099","26","174","M2 all Regimens","([eot_dsterm] = '' AND [trt_suppcm_intrtdur] != '' AND [dm_rfstdtc] != '' AND [dis_suppds_funcmprsn] != 'LOST_TO_FOLLOWUP' AND ((datediff([dm_rfstdtc], 'today', 'd') / 7)) > [trt_suppcm_intrtdur]) OR ([eot_dsterm] = '' AND [trt_suppcm_intrtdur] = '' AND [dm_rfstdtc] != '' AND [dis_suppds_funcmprsn] != 'LOST_TO_FOLLOWUP' AND ((datediff([dm_rfstdtc], 'today', 'd') / 7)) > 24) AND [1_arm_1][dm_actarmcd] != 'foo'","0"
"1288","36","175","Please revise: Subject did not start treatment.","[trt_suppcm_txstat] = 'Y' AND [dm_rfstdtc] = ''","0"
"1104","26","175","M2 HVN","([1_arm_1][eot_dsterm] = '' AND [1_arm_1][trt_suppcm_intrtdur] != '' AND [1_arm_1][dm_rfstdtc] != '' AND [1_arm_1][dis_suppds_funcmprsn] != 'LOST_TO_FOLLOWUP'
AND ((datediff([1_arm_1][dm_rfstdtc], 'today', 'd') / 7)) > [1_arm_1][trt_suppcm_intrtdur] AND [1_arm_1][hvn_cmstdtc] != '')
OR
(([1_arm_1][eot_dsterm] = '' AND [1_arm_1][trt_suppcm_intrtdur] = '' AND [1_arm_1][dm_rfstdtc] != '' AND [1_arm_1][dis_suppds_funcmprsn] != 'LOST_TO_FOLLOWUP'
AND ((datediff([1_arm_1][dm_rfstdtc], 'today', 'd') / 7)) > 24) AND [1_arm_1][hvn_cmstdtc] != '')","0"
"1289","36","176","Please provide reason for Screen Failure","[eot_oth_dsterm] = '' AND [eot_dsterm] = 'SCREEN_FAILURE'","0"
"973","26","176","M3 all Regimens","[1_arm_1][hcv_suppfa_fudue] = 'Y' AND [1_arm_1][hcv_suppfa_fuelgbl] = 'Y' AND [1_arm_1][hcv_suppfa_hcvout] != 'foo' AND [1_arm_1][dm_actarmcd] != 'foo'","0"
"1290","36","177","Subject did not start TX due to status change and EOT is not 'Screen failure'","[trt_suppcm_txstat] = 'N' AND [trt_suppcm_txrsnost] = 'SUBJECT_INELIGIBLE' AND [eot_dsterm] != 'SCREEN_FAILURE'","0"
"1378","26","177","M3 HVN","[1_arm_1][hcv_suppfa_fudue] = 'Y' AND [1_arm_1][hcv_suppfa_fuelgbl] = 'Y' AND [1_arm_1][hcv_suppfa_hcvout] != 'foo' AND [1_arm_1][hvn_cmstdtc] != ''","0"
"1292","36","178","FISHING: Treatment outcome is complete, but action taken is not complete.","(([ifn_suppcm_cmtrtout] = 'PREMATURELY_DISCONTINUED' OR [ifn_suppcm_cmtrtout] = 'DOSE_MODIFIED_INTERRUPTED') AND [ifn_suppcm_cmadj] = '')
OR (([rib_suppcm_cmtrtout] = 'PREMATURELY_DISCONTINUED' OR [rib_suppcm_cmtrtout] = 'DOSE_MODIFIED_INTERRUPTED') AND [rib_suppcm_cmadj] = '')
OR (([sim_suppcm_cmtrtout] = 'PREMATURELY_DISCONTINUED' OR [sim_suppcm_cmtrtout] = 'DOSE_MODIFIED_INTERRUPTED') AND [sim_suppcm_cmadj] = '')
OR (([sof_suppcm_cmtrtout] = 'PREMATURELY_DISCONTINUED' OR [sof_suppcm_cmtrtout] = 'DOSE_MODIFIED_INTERRUPTED') AND [sof_suppcm_cmadj] = '')
OR (([boc_suppcm_cmtrtout] = 'PREMATURELY_DISCONTINUED' OR [boc_suppcm_cmtrtout] = 'DOSE_MODIFIED_INTERRUPTED') AND [boc_suppcm_cmadj] = '')
OR (([tvr_suppcm_cmtrtout] = 'PREMATURELY_DISCONTINUED' OR [tvr_suppcm_cmtrtout] = 'DOSE_MODIFIED_INTERRUPTED') AND [tvr_suppcm_cmadj] = '')
OR (([dcv_suppcm_cmtrtout] = 'PREMATURELY_DISCONTINUED' OR [dcv_suppcm_cmtrtout] = 'DOSE_MODIFIED_INTERRUPTED') AND [dcv_suppcm_cmadj] = '')
OR (([hvn_suppcm_cmtrtout] = 'PREMATURELY_DISCONTINUED' OR [hvn_suppcm_cmtrtout] = 'DOSE_MODIFIED_INTERRUPTED') AND [hvn_suppcm_cmadj] = '')
OR (([vpk_suppcm_cmtrtout] = 'PREMATURELY_DISCONTINUED' OR [vpk_suppcm_cmtrtout] = 'DOSE_MODIFIED_INTERRUPTED') AND [vpk_suppcm_cmadj] = '')
OR (([dbv_suppcm_cmtrtout] = 'PREMATURELY_DISCONTINUED' OR [dbv_suppcm_cmtrtout] = 'DOSE_MODIFIED_INTERRUPTED') AND [dbv_suppcm_cmadj] = '')","0"
"1100","26","178","Consent date is more than 90 days after treatment start","[consent_dssstdtc] != '' AND [dm_rfstdtc] != '' AND (datediff([consent_dssstdtc], [dm_rfstdtc],'d', 'ymd', 'true') > 90)","0"
"1293","36","179","FISHING: Quantified HCV RNA after EOT","[1_arm_1][eot_dsstdtc] != '' AND 
(([hcv_im_lbdtc] != '' AND [hcv_im_supplb_hcvquant] = 'Y' AND [hcv_im_lbdtc] > [1_arm_1][eot_dsstdtc])
OR ([hcv_lbdtc] != '' AND [hcv_supplb_hcvquant] = 'Y' AND [hcv_lbdtc] > [1_arm_1][eot_dsstdtc]))","0"
"1109","26","179","HVN-12 with no final outcome","[1_arm_1][eot_dsterm] = '' 
AND [1_arm_1][trt_suppcm_intrtdur] = '12' 
AND [1_arm_1][dm_rfstdtc] != '' 
AND [1_arm_1][dis_suppds_funcmprsn] != 'LOST_TO_FOLLOWUP'
AND ((datediff([1_arm_1][dm_rfstdtc], 'today', 'd') / 7)) > [1_arm_1][trt_suppcm_intrtdur] 
AND [1_arm_1][hvn_cmstdtc] != ''
AND ([1_arm_1][hcv_suppfa_hcvout] != 'SVR' AND [1_arm_1][hcv_suppfa_hcvout] != 'RELAPSE' AND [1_arm_1][hcv_suppfa_hcvout] != 'VIRAL BREAKTHROUGH' AND [1_arm_1][hcv_suppfa_hcvout] != 'NON-RESPONDER')","0"
"1299","36","180","Subject has SVR12, but Follow up question is set.","[dis_suppds_funcmprsn] = 'SVR_DATA_PENDING' AND [hcv_suppfa_svr12dt] != ''","0"
"1110","26","180","HVN-24 with no final outcome","[1_arm_1][eot_dsterm] = '' 
AND [1_arm_1][trt_suppcm_intrtdur] = '24' 
AND [1_arm_1][dm_rfstdtc] != '' 
AND [1_arm_1][dis_suppds_funcmprsn] != 'LOST_TO_FOLLOWUP'
AND ((datediff([1_arm_1][dm_rfstdtc], 'today', 'd') / 7)) > [1_arm_1][trt_suppcm_intrtdur] 
AND [1_arm_1][hvn_cmstdtc] != ''
AND ([1_arm_1][hcv_suppfa_hcvout] != 'SVR' AND [1_arm_1][hcv_suppfa_hcvout] != 'RELAPSE' AND [1_arm_1][hcv_suppfa_hcvout] != 'VIRAL BREAKTHROUGH' AND [1_arm_1][hcv_suppfa_hcvout] != 'NON-RESPONDER')","0"
"1300","36","181","Milestone 2 all dur known","[eot_dsterm] = '' AND [trt_suppcm_intrtdur] != '' AND [dm_rfstdtc] != '' AND [dis_suppds_funcmprsn] != 'LOST_TO_FOLLOWUP'
AND ((datediff([dm_rfstdtc], 'today', 'd') / 7)) > [trt_suppcm_intrtdur]","0"
"1111","26","181","HVN start > 36 weeks ago, query stop date","[1_arm_1][dm_rfstdtc] != '' 
AND [1_arm_1][dis_suppds_funcmprsn] != 'LOST_TO_FOLLOWUP'
AND ((datediff([1_arm_1][dm_rfstdtc], 'today', 'd') / 7)) > 36 
AND [1_arm_1][hvn_cmstdtc] != ''
AND [1_arm_1][hcv_suppfa_hcvout] = 'QUERY TX STOP'","0"
"1303","36","182","Milestone 2 HVN dur known","[1_arm_1][eot_dsterm] = '' AND [1_arm_1][trt_suppcm_intrtdur] != '' AND [1_arm_1][dm_rfstdtc] != '' AND [1_arm_1][dis_suppds_funcmprsn] != 'LOST_TO_FOLLOWUP'
AND ((datediff([1_arm_1][dm_rfstdtc], 'today', 'd') / 7)) > [1_arm_1][trt_suppcm_intrtdur] AND [1_arm_1][hvn_cmstdtc] != ''","0"
"1112","26","182","Please verify Genotype.","[1_arm_1][hcvgt_lborres] != 'fubar'
AND [1_arm_1][hcvgt2_lborres] != 'fubar'
AND [1_arm_1][dm_rfstdtc] != '' 
AND [1_arm_1][hcv_suppfa_svr12dt] != ''
AND ([1_arm_1][hcv_suppfa_hcvout] = 'RELAPSE' OR [1_arm_1][hcv_suppfa_hcvout] = 'VIRAL BREAKTHROUGH' OR [1_arm_1][hcv_suppfa_hcvout] = 'NON-RESPONDER')","0"
